body,make,model,year,engine,transmission,fuel,price
Sedan,Toyota,Corolla,2011.0,1800.0,Automatic,Petrol,3300000.0
Hatchback,Daihatsu,Mira,2020.0,660.0,Automatic,Petrol,3650000.0
Crossover,Honda,Vezel,2018.0,1500.0,Automatic,Hybrid,7250000.0
Sedan,Toyota,Corolla,2009.0,1300.0,Manual,Petrol,2450000.0
MPV,Honda,Freed,2022.0,1500.0,Automatic,Hybrid,6500000.0
Sedan,Honda,City,2007.0,1300.0,Manual,Petrol,1980000.0
Hatchback,Suzuki,Swift,2021.0,1300.0,Automatic,Petrol,3150000.0
Sedan,Honda,City,2018.0,1500.0,Automatic,Petrol,3900000.0
Hatchback,Suzuki,Cultus,2013.0,1000.0,Manual,Petrol,1125000.0
MPV,Honda,BR-V,2017.0,1500.0,Automatic,Petrol,4175000.0
MPV,Toyota,Avanza,2020.0,1500.0,Manual,Petrol,6250000.0
Hatchback,Toyota,Vitz,2016.0,1000.0,Automatic,Petrol,3495000.0
Mini Van,Daihatsu,Hijet,2017.0,660.0,Automatic,Petrol,2550000.0
Pick Up,Toyota,Hilux,2022.0,2800.0,Automatic,Diesel,14900000.0
SUV,Toyota,Fortuner,2021.0,2700.0,Automatic,Petrol,15600000.0
SUV,Toyota,Prado,2003.0,3400.0,Automatic,Petrol,12000000.0
Sedan,Toyota,Corolla,2022.0,1798.0,Automatic,Petrol,7500000.0
Hatchback,Suzuki,Wagon,2022.0,1000.0,Automatic,Petrol,3100000.0
Sedan,Honda,City,2016.0,1300.0,Manual,Petrol,3250000.0
Sedan,Toyota,Corolla,2012.0,1300.0,Manual,Petrol,2730000.0
Sedan,Toyota,Corolla,2020.0,1798.0,Automatic,Petrol,6500000.0
Sedan,Honda,Civic,1997.0,1600.0,Automatic,Petrol,1050000.0
Hatchback,Suzuki,Cultus,2018.0,1000.0,Manual,Petrol,2275000.0
Sedan,Honda,Civic,2020.0,1800.0,Automatic,Petrol,6400000.0
Hatchback,Daihatsu,Mira,2021.0,660.0,Automatic,Petrol,3925000.0
Sedan,Toyota,Corolla,2003.0,2000.0,Manual,Diesel,1630000.0
Hatchback,Suzuki,Alto,2022.0,660.0,Manual,Petrol,2500000.0
Double Cabin,Toyota,Hilux,2012.0,3000.0,Automatic,Diesel,7150000.0
Hatchback,Honda,N,2017.0,660.0,Automatic,Petrol,3300000.0
Sedan,Honda,Civic,2001.0,1600.0,Manual,Petrol,1420000.0
Hatchback,Subaru,R1,2006.0,660.0,Automatic,Petrol,1600000.0
Station Wagon,Honda,Fit,2011.0,1300.0,Automatic,Hybrid,3650000.0
SUV,Toyota,Land,2016.0,4600.0,Automatic,Petrol,46500000.0
Sedan,Honda,Civic,1997.0,1600.0,Automatic,Petrol,1100000.0
Sedan,Toyota,Mark,2004.0,3000.0,Automatic,Petrol,4600000.0
Crossover,Toyota,C-HR,2018.0,1800.0,Automatic,Hybrid,9000000.0
Hatchback,Daihatsu,Move,2013.0,660.0,Automatic,Petrol,2000000.0
Sedan,Toyota,Corolla,2020.0,1800.0,Automatic,Petrol,5975000.0
SUV,Toyota,Prado,2012.0,2700.0,Automatic,Petrol,17000000.0
Crossover,Toyota,C-HR,2017.0,1800.0,Automatic,Hybrid,8400000.0
Hatchback,Suzuki,Wagon,2021.0,660.0,Automatic,Hybrid,4300000.0
Sedan,Honda,Civic,2001.0,1600.0,Manual,Petrol,935000.0
Sedan,Toyota,Corolla,2018.0,1800.0,Automatic,Petrol,5600000.0
Hatchback,Suzuki,Cultus,2021.0,1000.0,Automatic,Petrol,3600000.0
Compact SUV,Haval,H6,2022.0,1500.0,Automatic,Petrol,9400000.0
Sedan,Toyota,Crown,2004.0,3000.0,Automatic,Petrol,5500000.0
Sedan,Toyota,Yaris,2021.0,1500.0,Manual,Petrol,4450000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5250000.0
Hatchback,Suzuki,Wagon,2014.0,1000.0,Manual,Petrol,1775000.0
Sedan,Honda,Civic,2014.0,1800.0,Automatic,Petrol,3800000.0
SUV,KIA,Sportage,2020.0,1999.0,Automatic,Petrol,7050000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5500000.0
Crossover,MG,HS,2021.0,1500.0,Automatic,Petrol,7300000.0
Sedan,Toyota,Corolla,2013.0,1300.0,Manual,Petrol,2350000.0
Hatchback,Suzuki,Cultus,2021.0,1000.0,Manual,Petrol,3265000.0
Hatchback,Suzuki,Cultus,2011.0,1000.0,Manual,Petrol,1440000.0
Compact sedan,Honda,City,2022.0,1200.0,Automatic,Petrol,4550000.0
Hatchback,Suzuki,Alto,2011.0,1000.0,Manual,Petrol,875000.0
Sedan,Honda,City,2020.0,1500.0,Automatic,Petrol,4695000.0
Sedan,Changan,Alsvin,2021.0,1500.0,Automatic,Petrol,4150000.0
Sedan,Toyota,Corolla,2011.0,1600.0,Automatic,Petrol,2900000.0
Hatchback,Nissan,Note,2017.0,1198.0,Automatic,Hybrid,4130000.0
SUV,Toyota,Prado,2018.0,2700.0,Automatic,Petrol,26800000.0
Sedan,Honda,City,2021.0,1500.0,Automatic,Petrol,5025000.0
Sedan,Toyota,Corolla,2022.0,1600.0,Automatic,Petrol,5950000.0
Hatchback,Toyota,Aqua,2017.0,1500.0,Automatic,Hybrid,4850000.0
Sedan,Honda,Civic,2015.0,1800.0,Automatic,Petrol,3900000.0
SUV,Range,Rover,2013.0,5000.0,Automatic,Petrol,48000000.0
SUV,Toyota,Fortuner,2021.0,2800.0,Automatic,Diesel,16800000.0
Crossover,Honda,HR-V,2022.0,1500.0,Automatic,Petrol,7550000.0
Hatchback,Daihatsu,Mira,2020.0,660.0,Automatic,Petrol,3550000.0
Sedan,Honda,Civic,2021.0,1800.0,Automatic,Petrol,6600000.0
Crossover,Honda,Vezel,2017.0,1500.0,Automatic,Hybrid,6890000.0
Hatchback,Suzuki,Cultus,2008.0,1000.0,Manual,Petrol,1025000.0
Hatchback,Suzuki,Swift,2014.0,1300.0,Manual,Petrol,2280000.0
Compact sedan,Honda,City,2022.0,1200.0,Automatic,Petrol,4725000.0
Sedan,Suzuki,Margalla,1997.0,1300.0,Manual,Petrol,899000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,4800000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,4600000.0
Hatchback,Suzuki,Khyber,1990.0,1000.0,Manual,Petrol,260000.0
Double Cabin,Toyota,Hilux,2021.0,2800.0,Automatic,Diesel,11600000.0
Hatchback,Toyota,Aqua,2018.0,1500.0,Automatic,Hybrid,5750000.0
Sedan,Honda,City,2003.0,1300.0,Manual,Petrol,1550000.0
Hatchback,Suzuki,Wagon,2021.0,1000.0,Manual,Petrol,2440000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,4350000.0
Hatchback,Suzuki,Cultus,2013.0,1000.0,Manual,Petrol,1450000.0
Hatchback,Honda,Fit,2013.0,1500.0,Automatic,Hybrid,3850000.0
Hatchback,KIA,Picanto,2021.0,1000.0,Automatic,Petrol,2945000.0
Sedan,Toyota,Corolla,2018.0,1300.0,Automatic,Petrol,4075000.0
Sedan,Toyota,Corolla,2021.0,1800.0,Automatic,Petrol,6900000.0
Hatchback,KIA,Picanto,2022.0,998.0,Automatic,Petrol,3425000.0
Sedan,Toyota,Corolla,2019.0,1600.0,Automatic,Petrol,5600000.0
Sedan,Suzuki,Baleno,1999.0,1300.0,Manual,Petrol,670000.0
Sedan,Toyota,Corolla,2021.0,1598.0,Automatic,Petrol,5100000.0
Hatchback,Suzuki,Swift,2014.0,1300.0,Manual,Petrol,2320000.0
Hatchback,Suzuki,Wagon,2012.0,660.0,Automatic,Petrol,2150000.0
SUV,Toyota,Prado,2011.0,2700.0,Automatic,Petrol,17800000.0
Hatchback,Prince,Pearl,2021.0,800.0,Manual,Petrol,1600000.0
Hatchback,Honda,Life,2006.0,660.0,Automatic,Petrol,1450000.0
Hatchback,Nissan,March,2002.0,1300.0,Automatic,Petrol,1320000.0
Van,Toyota,Probox,2013.0,1500.0,Automatic,Petrol,2390000.0
Hatchback,Suzuki,Mehran,1995.0,800.0,Manual,Petrol,395000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5850000.0
Sedan,Toyota,Corolla,2022.0,1600.0,Automatic,Petrol,6500000.0
Hatchback,Mitsubishi,Mirage,2014.0,1000.0,Automatic,Petrol,2400000.0
Hatchback,Toyota,Vitz,2006.0,1300.0,Automatic,Petrol,2070000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,4440000.0
SUV,Toyota,Prado,2006.0,2700.0,Automatic,Petrol,8200000.0
Hatchback,Suzuki,Swift,2022.0,1200.0,Manual,Petrol,3900000.0
Sedan,Honda,Civic,2022.0,1800.0,Automatic,Petrol,7300000.0
SUV,Toyota,Prado,2018.0,2700.0,Automatic,Petrol,29700000.0
Sedan,Honda,Civic,2003.0,1500.0,Automatic,Petrol,1395000.0
Hatchback,Nissan,Note,2020.0,1198.0,Automatic,Hybrid,5900000.0
Crossover,MG,HS,2022.0,1500.0,Automatic,Petrol,7700000.0
Sedan,Toyota,Corolla,2016.0,1800.0,Automatic,Petrol,4050000.0
Hatchback,Toyota,Vitz,2014.0,1000.0,Automatic,Petrol,3300000.0
Sedan,Honda,Civic,2005.0,1600.0,Automatic,Petrol,1650000.0
Sedan,Honda,Civic,2013.0,1800.0,Automatic,Petrol,3800000.0
Hatchback,Suzuki,Alto,2021.0,660.0,Automatic,Petrol,2600000.0
Hatchback,Suzuki,Wagon,2011.0,660.0,Automatic,Petrol,1885000.0
Double Cabin,Toyota,Hilux,2010.0,3000.0,Automatic,Diesel,7500000.0
Hatchback,Suzuki,Mehran,2003.0,800.0,Manual,Petrol,450000.0
Sedan,Toyota,Yaris,2020.0,1300.0,Automatic,Petrol,3970000.0
Crossover,Honda,Vezel,2017.0,1500.0,Automatic,Hybrid,8400000.0
Sedan,Honda,Civic,2007.0,1800.0,Manual,Petrol,2290000.0
Crossover,Honda,Vezel,2015.0,1500.0,Automatic,Hybrid,5450000.0
Sedan,Toyota,Corolla,2020.0,1600.0,Automatic,Petrol,5500000.0
Sedan,Suzuki,Liana,2006.0,1300.0,Manual,Petrol,1000000.0
Hatchback,Suzuki,Mehran,2012.0,800.0,Manual,Petrol,750000.0
Hatchback,Suzuki,Cultus,2013.0,1000.0,Manual,Petrol,1250000.0
Sedan,Toyota,Corolla,2016.0,1798.0,Automatic,Petrol,4250000.0
Sedan,Honda,Civic,2022.0,1800.0,Automatic,Petrol,7250000.0
Sedan,Honda,City,2019.0,1500.0,Automatic,Petrol,3985000.0
MPV,Honda,Freed,2016.0,1500.0,Automatic,Petrol,5650000.0
Sedan,Toyota,Corolla,2022.0,1798.0,Automatic,Petrol,7350000.0
Sedan,Toyota,Yaris,2022.0,1500.0,Automatic,Petrol,5100000.0
Hatchback,Suzuki,Cultus,2015.0,1000.0,Manual,Petrol,1470000.0
Sedan,Suzuki,Ciaz,2017.0,1400.0,Automatic,Petrol,3400000.0
Hatchback,Nissan,Dayz,2019.0,659.0,Automatic,Hybrid,3575000.0
Crossover,Honda,Vezel,2015.0,1500.0,Automatic,Hybrid,5850000.0
Hatchback,Suzuki,Wagon,2021.0,1000.0,Manual,Petrol,2800000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5550000.0
Hatchback,Suzuki,Alto,2020.0,660.0,Automatic,Petrol,2425000.0
Sedan,Toyota,Corolla,2011.0,1300.0,Manual,Petrol,2350000.0
Crossover,Honda,Vezel,2015.0,1500.0,Automatic,Hybrid,4450000.0
Hatchback,Suzuki,Swift,2012.0,1300.0,Manual,Petrol,1545000.0
Sedan,Toyota,Corolla,2021.0,1600.0,Automatic,Petrol,5775000.0
Crossover,Honda,Vezel,2014.0,1500.0,Automatic,Hybrid,4490000.0
Hatchback,Honda,N,2012.0,660.0,Automatic,Petrol,2680000.0
Sedan,Honda,Accord,2005.0,2400.0,Automatic,Petrol,2600000.0
Sedan,Toyota,Yaris,2020.0,1500.0,Automatic,Petrol,4280000.0
Sedan,Honda,Civic,2004.0,1600.0,Manual,Petrol,1520000.0
Hatchback,Suzuki,Cultus,2021.0,1000.0,Manual,Petrol,3275000.0
Hatchback,Toyota,Vitz,2007.0,1000.0,Automatic,Petrol,1870000.0
SUV,KIA,Sportage,2020.0,2000.0,Automatic,Petrol,7000000.0
Sedan,Toyota,Yaris,2021.0,1500.0,Automatic,Petrol,4450000.0
Compact SUV,KIA,Sorento,2021.0,3479.0,Automatic,Petrol,10300000.0
SUV,Toyota,Land,2012.0,4600.0,Automatic,Petrol,23800000.0
Sedan,Honda,Civic,2012.0,1800.0,Manual,Petrol,2625000.0
Sedan,Toyota,Corolla,2021.0,1598.0,Automatic,Petrol,5700000.0
Hatchback,Suzuki,Cultus,2021.0,1000.0,Manual,Petrol,3450000.0
Hatchback,Suzuki,Cultus,2019.0,1000.0,Automatic,Petrol,3060000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5300000.0
Sedan,Toyota,Yaris,2020.0,1500.0,Automatic,Petrol,4400000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,4750000.0
Sedan,Toyota,Corolla,2013.0,1300.0,Manual,Petrol,2600000.0
Hatchback,Daihatsu,Cuore,2008.0,800.0,Manual,Petrol,910000.0
Hatchback,Toyota,Vitz,2007.0,1000.0,Automatic,Petrol,2225000.0
Sedan,Honda,City,2013.0,1500.0,Automatic,Petrol,3150000.0
Sedan,Toyota,Corolla,2004.0,1500.0,Automatic,Petrol,4000000.0
Sedan,Honda,City,2014.0,1300.0,Manual,Petrol,2550000.0
SUV,Toyota,Fortuner,2017.0,2700.0,Automatic,Petrol,11800000.0
Sedan,Honda,City,2002.0,1300.0,Manual,Petrol,980000.0
Sedan,Honda,Civic,2012.0,1800.0,Automatic,Petrol,2695000.0
Sedan,Honda,City,2019.0,1300.0,Manual,Petrol,3650000.0
Sedan,Toyota,Corolla,2010.0,1300.0,Manual,Petrol,1850000.0
Hatchback,Suzuki,Alto,2009.0,1000.0,Manual,Petrol,820000.0
Crossover,Honda,Vezel,2014.0,1500.0,Automatic,Hybrid,4750000.0
Sedan,Honda,Civic,2004.0,1600.0,Manual,Petrol,1600000.0
SUV,Toyota,Prado,2002.0,3400.0,Automatic,Petrol,7550000.0
Hatchback,Suzuki,Alto,2020.0,660.0,Automatic,Petrol,3475000.0
Sedan,Toyota,Corolla,2016.0,1300.0,Manual,Petrol,3225000.0
Hatchback,Toyota,Passo,2012.0,1000.0,Automatic,Petrol,2145000.0
Sedan,Honda,City,2003.0,1300.0,Automatic,Petrol,1375000.0
Sedan,Honda,City,2017.0,1300.0,Automatic,Petrol,3700000.0
Hatchback,Suzuki,Cultus,2016.0,1000.0,Manual,Petrol,1575000.0
Sedan,Toyota,Corolla,2013.0,1300.0,Manual,Petrol,3300000.0
Sedan,Mitsubishi,Galant,1992.0,1600.0,Manual,Petrol,420000.0
Sedan,Toyota,Corolla,2017.0,1300.0,Manual,Petrol,3200000.0
Hatchback,Suzuki,Mehran,2019.0,796.0,Manual,Petrol,1670000.0
Sedan,Honda,City,2001.0,1500.0,Automatic,Petrol,910000.0
Sedan,Changan,Alsvin,2022.0,1500.0,Automatic,Petrol,4200000.0
Sedan,Honda,Accord,2004.0,2400.0,Automatic,Petrol,2650000.0
Sedan,Toyota,Corolla,2020.0,1600.0,Automatic,Petrol,5200000.0
Hatchback,Toyota,Vitz,2012.0,1000.0,Automatic,Petrol,2950000.0
Hatchback,Suzuki,Alto,2007.0,1000.0,Manual,Petrol,760000.0
Hatchback,Suzuki,Cultus,2006.0,1000.0,Manual,Petrol,690000.0
Hatchback,Daihatsu,Cuore,2008.0,800.0,Manual,Petrol,900000.0
Sedan,Honda,Civic,2004.0,1600.0,Manual,Petrol,1630000.0
Sedan,Toyota,Premio,2008.0,1500.0,Automatic,Petrol,3750000.0
Sedan,Honda,Civic,2005.0,1600.0,Automatic,Petrol,2330000.0
Sedan,Audi,A6,2017.0,1800.0,Automatic,Petrol,19500000.0
Hatchback,Suzuki,Alto,2003.0,1000.0,Manual,Petrol,750000.0
Hatchback,Suzuki,Mehran,2017.0,796.0,Manual,Petrol,1100000.0
Hatchback,Suzuki,Alto,2022.0,660.0,Manual,Petrol,1700000.0
Sedan,Honda,Civic,1998.0,1600.0,Automatic,Petrol,1050000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5000000.0
Hatchback,Mitsubishi,Mirage,2014.0,1000.0,Automatic,Petrol,2200000.0
Hatchback,Suzuki,Mehran,2005.0,800.0,Manual,Petrol,640000.0
Sedan,Honda,Civic,2013.0,1800.0,Automatic,Petrol,3700000.0
Sedan,Suzuki,Liana,2009.0,1300.0,Manual,Petrol,1100000.0
Sedan,Honda,City,2020.0,1500.0,Automatic,Petrol,4450000.0
Sedan,Toyota,Corolla,2012.0,1300.0,Manual,Petrol,2800000.0
Sedan,Mercedes,Benz,2003.0,1800.0,Automatic,Petrol,2200000.0
Hatchback,Suzuki,Mehran,2016.0,796.0,Manual,Petrol,1155000.0
SUV,Toyota,Prado,2010.0,4000.0,Automatic,Petrol,14800000.0
Hatchback,Suzuki,Swift,2020.0,1300.0,Automatic,Petrol,2765000.0
SUV,Toyota,Fortuner,2018.0,2700.0,Automatic,Petrol,12300000.0
Double Cabin,Toyota,Hilux,2017.0,3000.0,Automatic,Diesel,8500000.0
Sedan,Honda,Civic,2004.0,1600.0,Automatic,Petrol,1450000.0
Sedan,Toyota,Corolla,2015.0,1300.0,Automatic,Petrol,3750000.0
Sedan,Honda,Civic,2019.0,1800.0,Automatic,Petrol,5675000.0
Sedan,Mercedes,Benz,2011.0,1800.0,Automatic,Petrol,6500000.0
Hatchback,Suzuki,Wagon,2022.0,1000.0,Manual,Petrol,3300000.0
Sedan,Honda,Insight,2018.0,1500.0,Automatic,Hybrid,12000000.0
SUV,Toyota,Land,2003.0,4700.0,Automatic,Petrol,11200000.0
Coupe,Bentley,Continental,2004.0,6300.0,Automatic,Petrol,35000000.0
Hatchback,Daihatsu,Mira,2006.0,660.0,Automatic,Petrol,1500000.0
Double Cabin,Toyota,Hilux,2013.0,2500.0,Manual,Diesel,4800000.0
Sedan,Toyota,Corolla,2019.0,1300.0,Automatic,Petrol,4250000.0
Hatchback,Suzuki,Cultus,2021.0,1000.0,Manual,Petrol,3300000.0
Sedan,Honda,Civic,2009.0,1800.0,Manual,Petrol,2150000.0
Hatchback,Suzuki,Mehran,2016.0,796.0,Manual,Petrol,1040000.0
Hatchback,Subaru,Stella,2014.0,660.0,Automatic,Petrol,2475000.0
Sedan,Toyota,Corolla,2011.0,1300.0,Manual,Petrol,2150000.0
Hatchback,Suzuki,Swift,2007.0,1200.0,Automatic,Petrol,1950000.0
Hatchback,Suzuki,Mehran,2018.0,796.0,Manual,Petrol,1530000.0
Sedan,Honda,City,2020.0,1300.0,Automatic,Petrol,4225000.0
Sedan,Toyota,Corolla,2016.0,1300.0,Automatic,Petrol,3650000.0
Compact sedan,Honda,City,2022.0,1497.0,Automatic,Petrol,5350000.0
Sedan,Honda,Civic,2004.0,1600.0,Manual,Petrol,1200000.0
Hatchback,Suzuki,Wagon,2018.0,1000.0,Manual,Petrol,2400000.0
SUV,Toyota,Prado,2000.0,3400.0,Automatic,Petrol,5200000.0
Hatchback,Suzuki,Swift,2021.0,1300.0,Automatic,Petrol,3150000.0
Sedan,Toyota,Corolla,2020.0,1300.0,Manual,Petrol,4800000.0
SUV,Porsche,Cayenne,2013.0,3000.0,Automatic,Petrol,15900000.0
Sedan,Suzuki,Liana,2007.0,1300.0,Manual,Petrol,950000.0
Sedan,Toyota,Corolla,2016.0,1800.0,Automatic,Petrol,4250000.0
Sedan,Toyota,Corolla,2008.0,2000.0,Manual,Diesel,2380000.0
Sedan,Honda,City,2010.0,1300.0,Manual,Petrol,2195000.0
Sedan,Toyota,Corolla,2021.0,1798.0,Automatic,Petrol,6600000.0
MPV,KIA,Grand,2021.0,3470.0,Automatic,Petrol,15000000.0
Sedan,Honda,City,2008.0,1300.0,Manual,Petrol,1980000.0
Hatchback,Honda,N,2021.0,658.0,Automatic,Petrol,3895000.0
Compact SUV,KIA,Sorento,2021.0,2359.0,Automatic,Petrol,9150000.0
Crossover,MG,HS,2021.0,1490.0,Automatic,Petrol,6900000.0
Sedan,Honda,Civic,2005.0,1500.0,Automatic,Petrol,1600000.0
Crossover,Toyota,C-HR,2021.0,1800.0,Automatic,Hybrid,8900000.0
Sedan,Suzuki,Baleno,2005.0,1300.0,Manual,Petrol,635000.0
Sedan,Toyota,Corolla,2012.0,1600.0,Automatic,Petrol,3200000.0
SUV,Daihatsu,Terios,2006.0,660.0,Automatic,Petrol,1585000.0
Mini Van,Daihatsu,Hijet,2011.0,660.0,Automatic,Petrol,1195000.0
Sedan,Toyota,Corolla,2018.0,1300.0,Automatic,Petrol,4100000.0
Hatchback,Daihatsu,Cuore,2011.0,800.0,Manual,Petrol,1045000.0
Micro Van,Suzuki,Every,2021.0,660.0,Automatic,Petrol,2275000.0
Crossover,MG,HS,2022.0,1500.0,Automatic,Petrol,7150000.0
Hatchback,Suzuki,Hustler,2014.0,660.0,Automatic,Petrol,2350000.0
Hatchback,Suzuki,Alto,2012.0,1000.0,Manual,Petrol,1085000.0
Sedan,Nissan,Sunny,1991.0,1300.0,Manual,Petrol,395000.0
Hatchback,Toyota,Passo,2018.0,1000.0,Automatic,Petrol,3600000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5650000.0
Compact sedan,Honda,City,2022.0,1500.0,Automatic,Petrol,4375000.0
Hatchback,Suzuki,Alto,2019.0,660.0,Manual,Petrol,2200000.0
Hatchback,Hyundai,Santro,2004.0,1100.0,Manual,Petrol,750000.0
Sedan,Honda,City,2017.0,1300.0,Manual,Petrol,3050000.0
Hatchback,Suzuki,Wagon,2017.0,660.0,Automatic,Hybrid,2500000.0
Compact sedan,Honda,City,2022.0,1500.0,Automatic,Petrol,5000000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,4250000.0
Hatchback,Suzuki,Hustler,2014.0,660.0,Automatic,Petrol,2100000.0
Hatchback,Hyundai,Santro,2006.0,1100.0,Manual,Petrol,950000.0
Hatchback,Prince,Pearl,2020.0,796.0,Manual,Petrol,1600000.0
Pick Up,Suzuki,Ravi,2014.0,800.0,Manual,Petrol,1070000.0
Sedan,Honda,Civic,2004.0,1600.0,Manual,Petrol,1500000.0
Hatchback,KIA,Picanto,2021.0,998.0,Automatic,Petrol,2990000.0
Sedan,Toyota,Corolla,2014.0,1800.0,Manual,Petrol,3500000.0
Pick Up,Suzuki,Ravi,2020.0,800.0,Manual,Petrol,1600000.0
Sedan,Honda,Civic,2019.0,1800.0,Automatic,Petrol,6150000.0
Mini Van,FAW,X-PV,2015.0,1000.0,Manual,Petrol,790000.0
SUV,Toyota,Prado,1996.0,2700.0,Automatic,Petrol,3500000.0
Sedan,Toyota,Corolla,2017.0,1800.0,Automatic,Petrol,5245000.0
Sedan,Toyota,Corolla,2021.0,1598.0,Automatic,Petrol,6400000.0
Sedan,Toyota,Mark,2014.0,3500.0,Automatic,Petrol,11500000.0
Hatchback,Suzuki,Alto,2001.0,660.0,Automatic,Petrol,760000.0
Pick Up,Toyota,Hilux,2022.0,2800.0,Automatic,Diesel,14700000.0
Sedan,Honda,Civic,2016.0,1500.0,Automatic,Petrol,5950000.0
Hatchback,Suzuki,Wagon,2012.0,660.0,Automatic,Petrol,2450000.0
Sedan,Honda,Civic,2020.0,1800.0,Automatic,Petrol,6445000.0
Sedan,Honda,Civic,2017.0,1800.0,Automatic,Petrol,4750000.0
Sedan,Honda,Civic,2021.0,1800.0,Automatic,Petrol,7000000.0
Hatchback,Suzuki,Alto,2022.0,660.0,Automatic,Petrol,2885000.0
Sedan,Honda,Civic,2000.0,1600.0,Manual,Petrol,1100000.0
Sedan,Honda,Civic,2007.0,1800.0,Automatic,Petrol,2300000.0
Hatchback,Suzuki,Khyber,1998.0,1000.0,Manual,Petrol,430000.0
Sedan,Toyota,Corolla,2015.0,1800.0,Automatic,Petrol,4550000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5600000.0
Sedan,Toyota,Corolla,2005.0,2000.0,Manual,Diesel,1425000.0
Sedan,Honda,Civic,2018.0,1800.0,Automatic,Petrol,5350000.0
Hatchback,Suzuki,Alto,2012.0,1000.0,Manual,Petrol,935000.0
Sedan,Honda,City,2021.0,1300.0,Manual,Petrol,4000000.0
Sedan,Toyota,Corolla,2006.0,1300.0,Manual,Petrol,1730000.0
Sedan,Toyota,Mark,2004.0,2000.0,Automatic,Petrol,2220000.0
MPV,Honda,BR-V,2021.0,1500.0,Automatic,Petrol,5800000.0
Double Cabin,Toyota,Hilux,2019.0,2800.0,Automatic,Diesel,10600000.0
Sedan,Toyota,Corolla,2015.0,1300.0,Manual,Petrol,3400000.0
Sedan,Toyota,Corolla,2007.0,2000.0,Manual,Diesel,2750000.0
Hatchback,Suzuki,Cultus,2013.0,1000.0,Manual,Petrol,1450000.0
Sedan,Suzuki,Baleno,2004.0,1300.0,Manual,Petrol,900000.0
Sedan,Honda,City,2018.0,1300.0,Automatic,Petrol,3800000.0
Sedan,Honda,Civic,2013.0,1800.0,Automatic,Petrol,3590000.0
Hatchback,Toyota,Aqua,2014.0,1500.0,Automatic,Hybrid,3850000.0
Sedan,Honda,City,2019.0,1300.0,Automatic,Petrol,3980000.0
SUV,KIA,Sportage,2020.0,2000.0,Automatic,Petrol,6950000.0
Sedan,Toyota,Corolla,2009.0,1300.0,Manual,Petrol,2200000.0
SUV,KIA,Sportage,2022.0,2000.0,Automatic,Petrol,8100000.0
Compact sedan,Honda,City,2021.0,1200.0,Manual,Petrol,4300000.0
Sedan,Toyota,Corolla,2013.0,1600.0,Automatic,Petrol,3250000.0
Sedan,Honda,Civic,2009.0,1800.0,Automatic,Petrol,2200000.0
Sedan,Suzuki,Baleno,2004.0,1300.0,Manual,Petrol,980000.0
Pick Up,Toyota,Hilux,2022.0,2800.0,Automatic,Diesel,15300000.0
Hatchback,Suzuki,Alto,2020.0,660.0,Manual,Petrol,2200000.0
Hatchback,Suzuki,Swift,2018.0,1300.0,Automatic,Petrol,3200000.0
Hatchback,Suzuki,Alto,2012.0,1000.0,Manual,Petrol,1570000.0
SUV,Toyota,Land,2005.0,4700.0,Automatic,Petrol,13200000.0
Hatchback,Daihatsu,Cuore,2007.0,800.0,Automatic,Petrol,860000.0
Sedan,Toyota,Corolla,2017.0,1300.0,Manual,Petrol,3200000.0
Hatchback,Toyota,Vitz,2018.0,996.0,Automatic,Petrol,4500000.0
Sedan,Toyota,Corolla,2017.0,1500.0,Automatic,Petrol,7500000.0
Hatchback,Suzuki,Cultus,2006.0,1000.0,Manual,Petrol,800000.0
Sedan,Suzuki,Margalla,1997.0,1300.0,Manual,Petrol,920000.0
Sedan,Suzuki,Ciaz,2018.0,1400.0,Automatic,Petrol,3400000.0
Hatchback,Daihatsu,Mira,2009.0,660.0,Automatic,Petrol,1750000.0
Sedan,Honda,Civic,2016.0,1800.0,Automatic,Petrol,4960000.0
Hatchback,Nissan,Note,2019.0,1198.0,Automatic,Hybrid,5300000.0
SUV,Toyota,Surf,2003.0,3000.0,Automatic,Diesel,7250000.0
Sedan,Mercedes,Benz,2013.0,1800.0,Automatic,Petrol,9800000.0
SUV,Toyota,Prado,2013.0,2700.0,Automatic,Petrol,18900000.0
Sedan,Mercedes,Benz,2012.0,1800.0,Automatic,Petrol,9500000.0
Hatchback,FAW,V2,2017.0,1300.0,Manual,Petrol,1675000.0
